Epic,Feature,Story_ID,Title,User_Story,Acceptance_Criteria,Persona,Priority
Forecast Dashboard,Tabs,US-FD-002,Switch Dashboard Tabs,"As a Market Team member, I want to investigate demand for my Practice from different angles (e.g. Skill Mix).","Given Overview page; When I click ""Skill Mix""; Then content area refreshes with skill-specific charts.",Markets,
Forecast Dashboard,Trend,US-FD-012,View Weekly Demand Granularity,"As a Market Team member, I want to view the forecast breakdown by week (W1-W6) for short-term deployment.",Given Weekly widget; Then X-axis displays work weeks; And bars show volume for that specific week.,Markets,
Demand Breakdown,Table,US-DT-007,View Demand Source Table,"As a Market Team member, I want to see detailed demand breakdown by BU, Practice, Location, and Grade.","Given grid loads; Then show columns for BU, Practice, Location, Cluster, and Demand Type.",Markets,
Demand Breakdown,Sort,US-DT-011,Sort Data Grid,"As a Market Team member, I want to sort the table by ""Location"" or ""Demand Type"" within my Practice.",Given table is loaded; When I click a header; Then rows reorder based on that selection.,Markets,
Demand Breakdown,Logic,US-DT-008,Quarterly Aggregation,"As a Market Team member, I want to see Quarterly totals (Q1, Q2) auto-calculated for my Practice.","Given monthly data; Then ""Q 01"" column must be the SUM of Jan + Feb + Mar for that row.",Markets,
Demand Breakdown,Details,US-DT-009,View Billability Detail,"As a Market Team member, I want to see a table for ""Billability Type"" (BFD/BTB) for my Practice.",Given I scroll to the table; When grid loads; Then show Billability Type column; And sort by type.,Markets,
Demand Breakdown,UI,US-DT-010,Horizontal Scroll,"As a Market Team member, I want to scroll horizontally while keeping BU/Practice columns frozen.","Given columns exceed width; When using scrollbar; Then dimension columns (BU, Practice) remain sticky.",Markets,
Demand Breakdown,Masking,US-DT-016,Hide Commercial Data,"As a Market Team member, I want to see headcount but NOT ""Billability Type"" if not authorized.","Given no ""Commercial"" permissions; When page loads; Then Pie Chart and Billability table are hidden.",Markets,
Demand Breakdown,Download,De-NEW-DL,Download dashboard data,"As a Market Team member, I want to download breakdown data",Given I am on a dashboard page; When I click Download; Then file is downloaded.,Markets,
Demand Breakdown,Download,US-DT-012,Download Breakdown Data,"As a Market Team member, I want to Download tables to Excel including ""Demand Source"" and ""Billability"" sheets.",Given Demand Type tab; When I click Download; Then file includes specific sheets for breakdown categories.,Markets,
Demand Breakdown,Filter,De-NEW-FLT,Filter dashboard data,"As a Market Team member, I want to filter the breakdown page by BU, Practice, Grade, and Skill.","Given the Breakdown page; When I select values; Then all tiles, charts, and grids refresh for that scope.",Markets,
Demand Breakdown,KPI,US-DT-002,View Contract Type Mix,"As a Market Team member, I want to see the mix of Contract Types for my BU/Practice.",Given data exists; When I view KPI card; Then show Pie Chart split by contract type with percentages.,Markets,
Demand Breakdown,KPI,US-DT-001,View New vs Backfill Ratio,"As a Market Team member, I want to see the split between ""New Demand"" and ""Backfill"" for my Practice.",Given forecast data; When viewing KPI; Then show Pie Chart and exact percentages next to legend.,Markets,
Demand Breakdown,Tabs,De-NEW-NAV,Use dashboard navigation tabs,"As a Market Team member, I want to use tabs to switch between Overview, Breakdown, BU, and Location.",Given Forecast module; When I click a tab; Then the selected dashboard page should load.,Markets,
Demand Breakdown,Trend,US-DT-003,View Demand Source Trend,"As a Market Team member, I want to view ""New vs Backfill"" trend over time for the Practice.",Given widget loads; Then show Stacked Bar Chart with Wins (Cyan) and Replacement (Purple).,Markets,
Demand Breakdown,Trend,US-DT-004,View Billability Trend,"As a Market Team member, I want to see the ""Billability Type"" trend (BFD, BTB, BTM).",Given widget loads; Then show Stacked Bar Chart with legend for billability codes.,Markets,
Demand Breakdown,UI,US-DT-005,Hover for Composition,"As a Market Team member, I want to hover over a bar to see the specific segment volumes for my Practice.","Given I hover over a monthly bar; When I pause; Then tooltip shows Total, Wins, and Replacement volumes.",Markets,
Location Mix,Trend,US-LM-004,Track Mix Evolution,"As a Market Team member, I want to see how Onsite/Offshore mix changes month-over-month for my Practice.",Given bar chart loads; Then show grouped bars for each month with distinct colors for Onsite vs Offshore.,Markets,
Location Mix,Grid,Fo-NEW-GRID,View data grid matching chart data,"As a Market Team member, I want to view the data grid matching the location visuals for my BU/Practice.",Given dashboard page; When scrolling to bottom; Then show grid with same metric values as charts.,Markets,
Location Mix,Table,US-LM-005,View Countrywise Demand,"As a Market Team member, I want to see exact demand numbers for every country in the Practice.",Given widget loads; Then show rows for every country; And columns for each month in the horizon.,Markets,
Location Mix,Logic,US-LM-008,"Handle ""Nearshore"" Logic","As a Market Team member, I want ""Nearshore"" locations tracked separately from ""Onsite"" and ""Offshore"".","Given Nearshore tags; When chart renders; Then Nearshore has its own segment OR grouped into ""Remote"".",Markets,
Location Mix,Download,Fo-NEW-DL,Download dashboard data,"As a Market Team member, I want to download location dashboard data with BU/Practice headers.",Given dashboard page; When clicking Download; Then file includes data grids for current filtered scope.,Markets,
Location Mix,Filter,US-LM-009,Filter by Cost Type,"As a Market Team member, I want to filter the location dashboard to show only ""High Cost"" locations.","Given filters available; When I select ""High Cost""; Then all charts update to exclude Low Cost locations.",Markets,
Location Mix,KPI,US-LM-003,View Cost Impact Mix,"As a Market Team member, I want to see the split between High and Low Cost locations for my Practice.",Given Cost Tier mapping; When viewing card; Then show Pie Chart of High vs Low Cost ratio.,Markets,
Location Mix,KPI,US-LM-001,View Onsite vs Offshore Ratio,"As a Market Team member, I want to see the ""Onsite vs Offshore"" percentage split to ensure margin targets.",Given data tagged with location; When viewing card; Then show Pie Chart with offshore percentages.,Markets,
Location Mix,KPI,US-LM-002,View Top Delivery Countries,"As a Market Team member, I want to see top contributing countries to know talent hub locations for my Practice.",Given aggregated data; When viewing card; Then show list of countries sorted by volume share.,Markets,
Location Mix,Tabs,Fo-NEW-NAV,Use dashboard navigation tabs,"As a Market Team member, I want to use tabs to switch between Overview and Location Mix.",Given Forecast module; When I click a tab; Then the selected dashboard page should load.,Markets,
Skill Mix,Heatmap,US-SM-006,View Short Fuse Heatmap,"As a Market Team member, I want to visualize urgent ""Short Fuse"" demand in a heatmap for the Practice.",Given Short Fuse data; When viewing heatmap; Then show grid of Skills vs Months with intensity colors.,Markets,
Skill Mix,Trend,US-SM-005,Track Volatility Over Time,"As a Market Team member, I want to track how ""Stable"" vs ""Volatile"" demand changes for my Practice.",Given chart renders; Then show Cyan (Stable) and Blue (Volatile) lines; And Y-axis shows FTE count.,Markets,
Skill Mix,Table,US-SM-008,View Skill Gap Table,"As a Market Team member, I want to see a detailed table of skills for the Practice for training planning.","Given scroll to bottom; When grid loads; Then show Cluster, Demand, Stability, and Short Fuse Count.",Markets,
Skill Mix,Grid,Fo-NEW-GRID,View data grid matching chart data,"As a Market Team member, I want to view the data grid matching the skill visuals for the BU/Practice.",Given dashboard page; When scrolling to bottom; Then show grid with same metric values as charts.,Markets,
Skill Mix,Table,US-SM-014,View Grade-Level Demand,"As a Market Team member, I want to see the seniority bands (SO Grade) for my Practice demand.","Given grid is loaded; When analyzing Grade column; Then show codes (A, SA, M); And allow grouping.",Markets,
Skill Mix,Hierarchy,US-SM-017,Handle Multiple Leaf Skills,"As a Market Team member, I want the system to handle clusters with multiple leaf skills without duplication.",Given cluster has multiple skills; When table loads; Then show separate rows for each leaf skill.,Markets,
Skill Mix,Skills,US-SM-011,View Leaf Skill Granularity,"As a Market Team member, I want to see the precise ""Leaf Skill"" associated with a cluster for job reqs.","Given table view; When reviewing rows; Then show ""Leaf Skill"" column distinct from ""Cluster"" column.",Markets,
Skill Mix,Logic,US-SM-012,Quarterly Aggregation Logic,"As a Market Team member, I want the ""Q 01"" column to auto-sum Jan, Feb, and Mar for my Practice.","Given monthly columns; Then ""Q 01"" must equal SUM of monthly values for that row.",Markets,
Skill Mix,UI,US-SM-015,Horizontal Scroll for Future,"As a Market Team member, I want to scroll horizontally to view long-term forecast months while keeping context.",Given horizon exceeds width; When scrolling; Then future months slide into view while BU/Practice remain sticky.,Markets,
Skill Mix,Table,US-SM-013,Identify Volatile Roles,"As a Market Team member, I want to identify ""Volatile"" rows to route to external staffing agencies.","Given table view; When filtering by ""Demand Type""; Then I can isolate ""Volatile"" labels and Download.",Markets,
Skill Mix,Drivers,US-SM-004,Analyze Demand Drivers,"As a Market Team member, I want to see the volume vs attrition causes for my Practice demand.","Given Top Drivers list; When I click ""+""; Then card expands to show volume or % share per driver.",Markets,
Skill Mix,Download,Fo-NEW-DL,Download dashboard data,"As a Market Team member, I want to download skill mix data with BU/Practice headers.",Given dashboard page; When clicking Download; Then file is downloaded containing filtered data grids.,Markets,
Skill Mix,Ranking,US-SM-001,View Top Skills in Practice,"As a Market Team member, I want to see the top 5 ""Skill Micro Clusters"" driving demand in my Practice.",Given Practice selected; When viewing first KPI card; Then show top skills sorted by volume and their share.,Markets,
Skill Mix,Ranking,US-SM-002,View Top Skills in Market,"As a Market Team member, I want to see top skills across the entire Business Unit (BU).","Given dashboard view; When viewing ""Top Clusters (In BU)"" card; Then show broader BU demand.",Markets,
Skill Mix,KPI,US-SM-003,View Stable vs Volatile Ratio,"As a Market Team member, I want to see the ""Stable vs Volatile"" demand split for staff mix decisions.",Given data variance analyzed; When viewing card; Then show Pie Chart with % split.,Markets,
Skill Mix,Tabs,Fo-NEW-NAV,Use dashboard navigation tabs,"As a Market Team member, I want to use navigation tabs to switch between Overview and Skill Mix.",Given Forecast module; When I click a tab; Then the selected dashboard page should load.,Markets,
Scenario Planning,Init,US-SP-001,Load Default Planning Context,"As a Market Team member, I want Scenario Planning to default to my primary BU and Practice Area.",Given I am a mapped user; When I navigate to Scenario module; Then BU and Practice filters are auto-selected.,Markets,
Scenario Planning,Filter,US-SP-003,Filter by Skill Micro Cluster,"As a Market Team member, I want to filter simulation by Skill Cluster within my Practice.",Given Practice selected; When I click Skill dropdown; Then list shows only skills relevant to that scope.,Markets,
Scenario Planning,Filter,US-SP-004,Apply Practice-Level Simulations,"As a Market Team member, I want simulation data to refresh immediately when I change the Practice filter.",Given I change the Practice filter; When confirmed; Then Base and Adjusted KPIs update within 2 seconds.,Markets,
Scenario Planning,Logic,US-SP-005,View Active Drivers,"As a Market Team member, I want to see the key business drivers influencing my Practice model.","Given scenario is loaded; When viewing ""Top Drivers"" panel; Then show list of enabled drivers for the Practice.",Markets,
Scenario Planning,Logic,US-SP-006,Adjust Driver Sliders,"As a Market Team member, I want to drag a slider to adjust a driver's percentage for my Practice.",Given Attrition slider; When dragged; Then value increases dynamically; And Adjusted KPI updates.,Markets,
Scenario Planning,UI,US-SP-010,Indication of Modified State,"As a Market Team member, I want to visually distinguish between ""Default"" and ""Modified"" slider values.",Given baseline is 15%; When I change to 20%; Then slider track shows a tick mark at the original 15% position.,Markets,
Scenario Planning,Edit,SP-NEW-001,Edit scenario levers,"As a Market Team member, I want to edit scenario levers and see updated volumes without navigating away.",Given viewing scenario; When levers are edited; Then outputs recalculate instantly for the BU/Practice.,Markets,
Scenario Planning,KPI,US-SP-011,View Baseline KPI,"As a Market Team member, I want to see ""Total Base"" headcount before adjustments for my Practice.","Given baseline exists; When page loads; Then ""Total Base"" tile displays aggregate FTE count.",Markets,
Scenario Planning,KPI,US-SP-012,View Scenario Impact KPI,"As a Market Team member, I want to see the ""Scenario Adjusted"" headcount for my Practice.","Given drivers applied; When viewing ""Scenario Adjusted"" tile; Then value reflects: Baseline + (Driver Impacts).",Markets,
Scenario Planning,KPI,US-SP-013,Calculate Net Change,"As a Market Team member, I want to see the exact gap between Baseline and New Plan for the Practice.","Given both values exist; When rendering; Then ""Net Change"" tile shows difference in Blue or Red.",Markets,
Scenario Planning,Chart,US-SP-014,Compare Scenario vs Baseline Trend,"As a Market Team member, I want a line chart comparing ""Scenario"" vs ""Baseline"" for my Practice.",When looking at chart; Then show Cyan for Baseline and Blue for Scenario.,Markets,
Scenario Planning,Hover,US-SP-015,Hover for Specific Data Points,"As a Market Team member, I want to hover over months on the chart to read precise FTE values for my Practice.",Given chart visible; When I hover over a month; Then tooltip shows exact values for Baseline/Scenario.,Markets,
Scenario Planning,Table,US-SP-018,View Detailed Practice Forecast Table,"As a Market Team member, I want to see underlying data in a table including BU/Practice rows.","Given chart displayed; When scrolling to grid; Then show rows for Scenario, Baseline, and Adjustment.",Markets,
Scenario Planning,Table,US-SP-019,Auto-Calculate Adjustment Row,"As a Market Team member, I want the ""Adjustment"" row to automatically show the delta for my Practice.",Given table loaded; When rendering; Then each cell calculates: [Scenario−Baseline].,Markets,
Scenario Planning,UI,US-SP-020,Visual Delta Indicators,"As a Market Team member, I want adjustment numbers to be color-coded based on growth vs reduction for my Practice.",Given adjustment calculated; When positive; Then text is Blue; When negative; Then text is Red.,Markets,
Scenario Planning,UI,US-SP-023,Scenario Pagination,"As a Market Team member, I want to page through saved scenarios for the current BU/Practice.","Given multiple scenarios exist; When I click "">""; Then page reloads with data for next version.",Markets,
Scenario Planning,Save,SP-NEW-002,Save scenario as new version,"As a Market Team member, I want to save my changes as a new version with a timestamp for the Practice.",Given lever changes; When clicking Save; Then new version is created while preserving the old.,Markets,
Scenario Planning,Workflow,US-SP-021,Send to Central Forecast Team,"As a Market Team member, I want to send my Practice-specific scenario as an input to the CFT.","Given scenario saved; When clicking ""Send as input""; Then status changes to ""Sent"" and locked.",Markets,
Scenario Planning,Mgmt,US-SP-017,Delete Scenario,"As a Market Team member, I want to delete obsolete scenarios for my Practice.","Given I am creator or Admin; When clicking ""Trash""; Then show confirmation before removal.",Markets,
Scenario Planning,Mgmt,US-SP-016,Rename Scenario,"As a Market Team member, I want to rename the scenario (e.g. ""Cloud Hiring Plan 2026"").",Given default title; When clicking Pencil; Then text is editable; Save on Enter.,Markets,
Scenario Planning,Share,US-SP-028,Share Scenario Link,"As a Market Team member, I want to share a direct link to this specific Practice scenario.",Given active scenario; When clicking Share icon; Then copy unique URL to clipboard.,Markets,
Feedback,Audit,US-FF-011,Download Audit Report,"As a Market Team member, I want to download an ""Audit Report"" of the Practice feedback session.",Given session complete; When clicking Audit Report; Then PDF/Excel downloads containing all inputs/comments.,Markets,
Feedback,RLHF,US-FF-010,Submit Qualitative Feedback,"As a Market Team member, I want to submit text feedback explaining the Practice context for AI learning.",Given forecast analyzed; When typing in text area; Then comment is saved and tied to the Cycle ID.,Markets,
Feedback,Score,US-FF-005,View Variance from Target,"As a Market Team member, I want to see ""Variance from Target"" in the Practice summary table.",Given HC Target exists; When viewing summary; Then Variance calculates Forecast - Target for that scope.,Markets,
Feedback,Score,US-FF-006,Monitor Forecast Accuracy,"As a Market Team member, I want to track the ""Forecast Accuracy"" score for my specific Practice Area.",Given past vs actual comparisons; When viewing scorecard; Then show percentage score for this segment.,Markets,
Feedback,Score,US-FF-007,Track Cycle-over-Cycle Change,"As a Market Team member, I want to see ""Variance from Last Cycle"" for the Practice.",Given previous cycle data stored; When table loads; Then show percentage change vs last cycle.,Markets,
Feedback,Update,FF-NEW-002,Edit/delete cluster update,"As a Market Team member, I want to edit or delete a draft skill cluster update before submitting.",Given draft rows exist; When choosing Edit or Delete; Then row is updated or removed from the list.,Markets,
Feedback,Update,FF-NEW-001,Add new skill cluster update,"As a Market Team member, I want to add a new skill microcluster update during feedback for my Practice.","Given Feedback page; When clicking ""Add New Update""; Then entry row appears for Change Type and Leaf Skills.",Markets,
Feedback,Submit,FF-NEW-003,Submit forecast feedback,"As a Market Team member, I want to submit feedback and updates for Central Forecast Team review.",Given text/updates entered; When clicking Submit; Then submission saved with context and confirm message.,Markets,
Feedback,Log,US-FF-008,View Taxonomy Change Log,"As a Market Team member, I want to see a log of taxonomy changes used in the Practice forecast.","Given changes made; When viewing table; Then show ""Newly Added"" clusters and specific leaf skill changes.",Markets,
Feedback,Propose,US-FF-009,Propose Taxonomy Update,"As a Market Team member, I want to propose a new Skill Microcluster directly from the feedback page.","Given missing skill gap; When clicking ""Add New Update""; Then modal opens to define Cluster and Leaf Skills.",Markets,
Feedback,Trace,US-FF-003,Trace Forecast to Scenario ID,"As a Market Team member, I want to see which ""Scenario ID"" drove the overlay for my Practice.",Given adjustments made; When viewing inputs table; Then show Scenario ID per variable.,Markets,
Feedback,Trace,US-FF-004,View Input Variable Impact,"As a Market Team member, I want to see the ""% Impact"" of each variable on the Practice forecast.",Given analyzing Scenario; When looking at Impact column; Then show weighted contribution.,Markets,
Feedback,Trend,US-FF-001,Compare AI vs Management,"As a Market Team member, I want to see the delta between AI baseline and human overlay for the Practice.","Given horizon selected; When viewing trend split; Then show stacked bars (Cyan=System, Purple=Overlay).",Markets,
Feedback,Trend,US-FF-002,View Monthly Overlay Delta,"As a Market Team member, I want to hover over a bar to see the numeric overlay delta for my Practice.","Given chart visible; When I hover over May; Then tooltip displays System, Overlay, and Total.",Markets,
Skill Taxonomy,Audit,US-TX-009,View Audit Log,"As a Market Team member, I want to see history of taxonomy changes (who added what).","Given history tab; When viewing; Then show log with Timestamp, User, and New Value.",Markets,
Skill Taxonomy,Table,US-TX-001,View Taxonomy Mapping,"As a Market Team member, I want to see which specific ""Leaf Skills"" make up a ""Skill Microcluster"".",Given Taxonomy page; Then show columns listing core skills. Cluster names must be combinations (e.g. java-sql).,Markets,
Skill Taxonomy,Table,US-TX-003,Sort by Microcluster Name,"As a Market Team member, I want to sort the table alphabetically by cluster name.",Given table loaded; When clicking header; Then sort A-Z. Cluster names must be combinations.,Markets,
Skill Taxonomy,UI,US-TX-013,Empty State for Leaf Skills,"As a Market Team member, I want to clearly see which skill columns are empty in the taxonomy.","Given cluster defined; When viewing row; Then empty leaf skill columns show a dash ""-"".",Markets,
Skill Taxonomy,Mgmt,US-TX-010,Bulk Import Taxonomy,"As a Market Team member, I want to upload a CSV to bulk update microclusters for my Practice.",Given formatted CSV; When clicking Import; Then validate and create rows; And show success report.,Markets,
Skill Taxonomy,Logic,US-TX-012,Prevent Deletion of Used Clusters,"As a Market Team member, I want the system to block deletion of clusters used in active Practice forecasts.",Given cluster has active demand; When attempting delete; Then block action and show error.,Markets,
Skill Taxonomy,Download,US-TX-007,Download Taxonomy Reference,"As a Market Team member, I want to Download cluster definitions to Excel for mapping.",Given grid view; When clicking Download; Then Excel file is generated mirroring structure.,Markets,
Skill Taxonomy,UI,US-TX-011,Pagination Controls,"As a Market Team member, I want to page through taxonomy rows for fast loading.","Given large record set; When scrolling; Then show pagination controls (Next, Prev).",Markets,
Skill Taxonomy,RBAC,US-TX-004,Read-Only Access,"As a Market Team member, I want read-only access to taxonomy to reference corporate standards.",Given Planner permissions; When viewing; Then show grid but NO Add/Edit/Delete buttons.,Markets,
Skill Taxonomy,Search,US-TX-002,Search by Leaf Skill,"As a Market Team member, I want to search for a skill (e.g. ""React"") to find its cluster.",Given search bar; When typing skill; Then filter table to show clusters containing that skill.,Markets,
Skill Taxonomy,Logic,US-TX-008,Prevent Duplicate Clusters,"As a Market Team member, I want the system to prevent duplicate Cluster names in the taxonomy.","Given cluster exists; When trying to create duplicate; Then show error: ""Name must be unique.""",Markets,
Skill Taxonomy,Logic,,,,,Markets,
Forecast Dashboard (Business Unit),Chart - Composition,US-BU-004,View BU Wise Demand Stack,"As a Service Line team member, I want to see a stacked bar chart of demand over time, split by Business Unit, so that I can visualize the changing portfolio mix.","Given I am viewing the ""BU wise demand"" widget When the chart loads Then each month's bar should be stacked with segments for ""BU1"", ""BU2"", ""BU3"" And the total height of the bar should represent the aggregate demand of the selected BUs.",Markets,
Forecast Dashboard (Business Unit),Chart - Trend,US-BU-005,View BU Wise Growth Curves,"As a Service Line team member, I want to compare the growth trajectories of different BUs on a single multi-line chart, so that I can spot if a specific unit is crashing while others are growing.","Given I am viewing the ""BU wise growth rates"" widget When the chart loads Then I should see distinct lines for each top BU And the Y-axis should represent growth percentage (allowing for negative values if a BU is shrinking).",Markets,
Forecast Dashboard (Business Unit),Data Context,US-BU-008,Delivery Location Context,"As a Service Line team member, I want to see how my BU is performing in specific delivery locations (e.g., Bangalore vs. Pune), so that I can balance my offshore supply chain.","Given I have selected ""Retail NA"" as the BU When I change the ""Delivery Location"" filter to ""Bangalore"" Then the ""BU wise demand"" chart should update to show only the Retail demand fulfilled from Bangalore.",Markets,
Forecast Dashboard (Business Unit),Data Grid,US-BU-009,View BU Detail Table,"As a Service Line team member, I want to see a detailed table below the charts showing specific demand metrics for each Business Unit, so that I can validate the chart data.","Given I scroll down the page When the table loads Then I should see columns for: Business Unit, Month (Jan, Feb...), Total Demand, and YoY Growth %. And the ""Total"" row should sum all visible BUs.
And the default sort order should be Largest to Lowest by Total Demand.",Markets,
Forecast Dashboard (Business Unit),Data Grid,Fo-NEW-GRID,View data grid by default sort,"As a Service Line team member, I want to view the data in he default sort","Given I am on a dashboard page
When I scroll to the bottom data grid section, the data should be in default sort order should be Largest to Lowest by Total Demand.",Markets,
Forecast Dashboard (Business Unit),Data Grid,US-BU-013,Calculate Market Share %,"As a Service Line team member, I want to see the ""Market Share"" column in the grid, so that I know what percentage of the total Practice demand each BU represents.","Given the table loads When I view the ""Share %"" column Then the value should be calculated as: (BU Total Demand / Total Practice Demand) * 100.",Markets,
Forecast Dashboard (Business Unit),Data Handling,US-BU-007,"Aggregation of ""Others""","As a Service Line team member, I want smaller Business Units to be grouped into an ""Others"" category if there are too many to display, so that the chart remains readable.","Given there are more than 5 active Business Units When the charts render Then the top 4 BUs should have distinct colors And the remaining BUs should be summed into a single grey category labeled ""Others"".",Markets,
Forecast Dashboard (Business Unit),Download,Fo-NEW-DL,Download dashboard data,"As a Markets team member, I want to download the dashboard data.","Given I am on a dashboard page
When I click the Download icon
Then a file should be downloaded containing the data grids for the current filters.",Markets,
Forecast Dashboard (Business Unit),Filters,US-BU-001,Filter by Business Unit,"As a Service Line team member, I want to filter the dashboard by specific ""Business Units"" (e.g., Retail NA), so that I can isolate my specific portfolio from the wider Practice data.","Given the ""Business Unit"" dropdown is available When I select ""Retail NA"" Then the dashboard should refresh to show data only for that BU And the ""Top BUs"" widgets should likely switch to showing sub-units or remain static context (depending on hierarchy).",Markets,
Forecast Dashboard (Business Unit),KPI - Ranking,US-BU-002,View Top BUs by Demand,"As a Service Line team member, I want to see a ranked list of the top 3 Business Units by total demand volume, so that I know which verticals are my biggest consumers of talent.","Given multiple BUs have forecast demand When I view the ""Top BUs by demand"" card Then I should see the top 3 BUs sorted descending by volume And the percentage share of total demand (e.g., ""Retail NA - 30%"") should be displayed.",Markets,
Forecast Dashboard (Business Unit),KPI - Ranking,US-BU-003,View Top BUs by Growth,"As a Service Line team member, I want to see which Business Units have the highest Year-over-Year (YoY) growth, so that I can prioritize investment in high-velocity sectors.","Given historical data exists for comparison When I view the ""Top BUs by growth rate"" card Then I should see the top 3 BUs sorted by % growth And the YoY indicator (e.g., ""10% yoy"") should be clearly visible next to the BU name.",Markets,
Forecast Dashboard (Business Unit),Tab Navigation,Fo-NEW-NAV,View and use dashboard navigation tabs,"As a Service Line team member, I want to use the dashboard navigation tabs, so that I can switch between Forecast Overview, Demand Type Breakdown, Business Unit, Location Mix, and Skill Mix.","Given I am on the Forecast Dashboard module
When I click a dashboard tab
Then the selected dashboard page should load.",Markets,
Governance,Navigation & Filters,CFT-GOV-01,Dashboard Navigation,"As a CFT member, I want to use the left-hand navigation menu to access the Governance page.","Given I am on any page; When I click the ""Governance"" icon in the sidebar; Then the Governance dashboard loads showing Cycle and Progress sections.",CFT,
Governance,Navigation & Filters,CFT-GOV-02,Primary Governance Filters,"As a CFT member, I want to filter the Governance Matrix to view status for specific BUs or periods.","Given I am on the Governance page; When I select values in Category, Service/Market, or Month filters; Then the ""Table Name"" grid updates.",CFT,
Governance,Data Grid,CFT-GOV-03,Governance Matrix Grid,"As a CFT member, I want to view a detailed grid of ingestion and modeling status by BU.","Given I am on the Governance page; When I view the ""Table Name"" grid; Then the BU column remains sticky on scroll and rows are sorted Largest to Lowest by Total Demand.",CFT,
Governance,Audit & Download,CFT-GOV-04,Download Governance Grid,"As a CFT member, I want to Download the current data grid to Excel for offline status reporting.","Given I am on the Governance dashboard; When I click the ""Download"" icon; Then a file containing all filtered grid data is generated.",CFT,
Governance,Metric Logic,CFT-GOV-05,View Progress Logic,"As a CFT member, I want to see how the cycle progress is calculated for different workstreams.","Given I am on the Governance page; When I hover over the ""i"" info icon next to progress bars; Then a tooltip displays the logic for % completion.",CFT,
Task Management,Task Status Navigation,CFT-TSK-01,View Task Status Navigation,"As a CFT member, I want to toggle between Modelling and Data Availability tabs.","Given I am on the Task Status page; When I click the ""Modelling"" or ""Data Availability & Ingestion"" tabs; Then the view switches to the corresponding task set.",CFT,
Task Management,Modelling Status,CFT-TSK-02,Modelling Filter & Grid,"As a CFT member, I want to filter modeling tasks by run status and view performance metrics.","Given I am on the Modelling tab; When I select a ""Run Status"" (e.g., Failed); Then the grid shows Accuracy (%), Bias (%), and Task Status for matching models.",CFT,
Task Management,Modelling Status,CFT-TSK-03,Request Model Retrain,"As a CFT member, I want to trigger a model retrain for under-performing practices.","Given a row in the Modelling table shows ""Under-performing""; When I click ""Request Model Retrain""; Then a system request is sent and status updates to ""In Progress.""",CFT,
Task Management,Modelling Status,CFT-TSK-04,Flag for Design Review,"As a CFT member, I want to flag a failing model for a structural design review.","Given a model run has ""Failed""; When I click ""Flag for Design Review""; Then the Task Status updates to ""Raised Design Review.""",CFT,
Task Management,Data Ingestion,CFT-TSK-05,Raise Data Quality Ticket,"As a CFT member, I want to formally report a DQ failure to the data owner.","Given a row shows ""Critical Errors"" > 0; When I click ""Raise DQ failure ticket""; Then a notification is sent to the Data Owner.",CFT,
Task Management,Data Ingestion,CFT-TSK-06,Request Missing Data,"As a CFT member, I want to nudge owners for data with low completeness.","Given a completeness score is ""<threshold""; When I click ""Ask for Complete Data""; Then a data-load request is sent to the Service Line owner.",CFT,
Performance,SL & Market Performance,CFT-PRF-01,Performance View Toggle,"As a CFT member, I want to switch between Service Line and Market views.","Given I am on the Performance page; When I click the ""Market Forecast Performance"" tab; Then the dashboard refreshes with Market-level KPIs.",CFT,
Performance,Metric Logic,CFT-PRF-02,View Score Weighting,"As a CFT member, I want to see the weights of the Performance Score components.","Given I am viewing the Performance Score; When I hover over the ""i"" info icon; Then a tooltip displays the % breakdown (Accuracy 50%, Bias 20%, etc.).",CFT,
Performance,Action Execution,CFT-PRF-03,Schedule Performance Review,"As a CFT member, I want to schedule a review for a PA with poor performance.","Given I click ""View Task"" in the Performance table; When I select ""Schedule SL Performance Review"" and set a date/time; Then the review is submitted.",CFT,
Model Improvement,Skill Signals,CFT-MOD-01,View Skill Signal Details,"As a CFT member, I want to see the underlying demand trend for a new skill signal.","Given the Skill Signals table; When I click ""View Details"" on a Micro-cluster row; Then a panel expands below the row showing monthly trends.",CFT,
Model Improvement,Taxonomy Editor,CFT-TAX-01,Add New Skill Cluster/Leaf,"As a CFT member, I want to add new clusters or leaf skills to the taxonomy.","Given I am in the Taxonomy Editor; When I click ""+ Add Leaf Skill"" or ""Add New Cluster""; Then a new draft entry is created for editing.",CFT,
Model Improvement,Taxonomy Editor,CFT-TAX-02,Shift or Delete Skill,"As a CFT member, I want to move a leaf skill between clusters or remove proposed ones.","Given a skill row; When I click ""Shift"" (to re-parent) or ""Delete""; Then the taxonomy structure is updated accordingly.",CFT,
Scenario Planning,Execution,CFT-SCE-01,Re-run Scenario Model,"As a CFT member, I want to update the forecast after adjusting scenario levers.","Given I have modified Lever Types or Values in the log; When I click ""Run the model with above changes""; Then the adjustments chart and summary table refresh.",CFT,
Scenario Planning,Execution,CFT-SCE-02,Finalize Global Overlay,"As a CFT member, I want to finalize the global scenario overlay for the current cycle.","Given I have reviewed adjustments; When I click ""Send as input to Central Forecast Team""; Then the Status changes to ""Finalized.""",CFT,
Scenario Planning,Visualization,CFT-SCE-03,Toggle Baseline in Chart,"As a CFT member, I want to hide the baseline to focus strictly on the scenario trend.","Given I am viewing the line chart; When I click ""Baseline"" in the legend; Then the baseline series is hidden from the visual.",CFT,
